CODE2250	Advanced Digital Fabrication
CODE2256	Rhino and Grasshopper Advanced
CODE2270	Design Information Management
CODE3100	Digital Collaboration Studio
CODE3131	Responsive Environments Studio
CODE3156	Advanced Python II
CODE3200	Graduation Project
CODE3201	Graduation Project: Theory
CODE3202	Graduation Project: Practice
CODE4100	Critical Review Literature
CODE4200	Honours Thesis
COFA0101	Practice Teaching Year 1
COFA0102	Professional Experience 2
COFA0103	Professional Experience 3
COFA0104	Professional Experience Intern
COFA0201	Graphics and Contemporary Soc
COFA0202	Design, Interactivity & Media
COFA0203	Collab in Graphic Design
COFA0205	Curating Art and Exhibitions
COFA0207	Textiles: Tradition,Technology
COFA0208	Fashion 1980 - Now
COFA0209	Cross-Cultural Sculpture
COFA0210	Visual ID in the Built Environ
COFA0211	Print Advertising
COFA0212	Textiles for Interiors
COFA0214	Creative Thinking Processes
COFA0215	Society Through the Lens
COFA0217	Art/Scientific Visualisation
COFA0218	Experiencing Art
COFA0220	Spatial Design
COFA0221	Draw Your World
COFA0222	Unravelling Urban Design
COFA0223	Visualising the Past
COFA0225	Creative Character Design
COFA0226	Digital Animation using Flash
COFA0901	Graphics and Contemporary Soc
COFA0902	Design, Interactivity & Media
COFA0905	Curating Art and Exhibitions
COFA0907	Textiles: Technology & Body
COFA0908	Fashion 1980 - Now
COFA0909	Cross Cultural Sculpture
COFA0910	Visual ID in the Built Environ
COFA0911	Print Ads for a World Market
COFA0912	Textiles for Interiors
COFA0913	Aesthetic Digital Architecture
COFA0914	Creative Thinking Processes
COFA0915	Society through the Lens
COFA0917	Scientific Visualisation
COFA0918	Experiencing Art
COFA0919	Digital Illustration
COFA0920	Spatial Design
COFA0921	Draw Your World
COFA0922	Unravelling Urban Design
COFA0923	Visualising the Past
COFA0925	Creative Character Design
COFA0927	Performance Art
COFA0928	Making Digital Holograms
COFA0930	Managing Creativity
COFA0931	Writing for Studio Practice
COFA0990	CD Art and Design 1
COFA0991	CD Art and Design 2
COFA0992	CD Art and Design 3
COFA1000	Seminar Studies - BFA
COFA1001	Studio Gateway 1
COFA1002	Studio Gateway 2
COFA1003	Studio Art 1C
COFA1004	Studio Art 1D
COFA1005	Studio Art 2A
COFA1006	Studio Art 2B
COFA1007	Studio Art 2C
COFA1008	Studio Art 2D
COFA1009	Studio Art 3A
COFA1010	Studio Art 3B
COFA1011	Studio Art 3C
COFA1012	Studio Art 3D
COFA1013	Studio Art 4A
COFA1014	Studio Art 4B
COFA1015	Studio Art 4C
COFA1016	Studio Art 4D
COFA1017	Studio Art 5A
COFA1018	Studio Art 5B
COFA1019	Studio Art 5C
COFA1020	Studio Art 5D
COFA1021	Studio Art 6A
COFA1022	Studio Art 6B
COFA1023	Studio Art 6C
COFA1024	Studio Art 6D
COFA1026	Preliminary Paper 1 (Honours)
COFA1027	Preliminary Paper2(Hons)Studio
COFA1029	Studio Honours Practice
COFA1030	Honours Paper
COFA1036	Practical Class 1
COFA1037	Practical Class 2
COFA1038	Honours Practice 3
COFA1039	Honours Practice 4
COFA1040	The Graduate Lecture(BFA Hons)
COFA1041	The Graduate Lecture(BFA Hons)
COFA1043	Research Seminar
COFA1044	Honours Studio Practice
COFA1100	Communication in Art & Design
COFA1101	Media Art 1A
COFA1102	Media Art 1B
COFA1103	Media Art 1C
COFA1104	Media Art 1D
COFA1105	Media Art 2A
COFA1106	Media Art 2B
COFA1107	Media Art 2C
COFA1108	Media Art 2D
COFA1109	Media Art 3A
COFA1110	Media Art 3B
COFA1111	Media Art 3C
COFA1112	Media Art 3D
COFA1113	Media Art 4A
COFA1114	Media Art 4B
COFA1115	Media Art 4C
COFA1116	Media Art 4D
COFA1117	Media Art 5A
COFA1118	Media Art 5B
COFA1119	Media Art 5C
COFA1120	Media Art 5D
COFA1121	Media Art 6A
COFA1122	Media Art 6B
COFA1123	Media Art 6C
COFA1124	Media Art 6D
COFA1126	Preliminary Paper 1 (Honours)
COFA1127	Preliminary Paper 2 (Honours)
COFA1129	Media Honours Practice
COFA1130	Research Paper (Honours) Media
COFA1170	Foundation Drawing
COFA1201	Studio Art 1AE
COFA1202	Studio Art 1BE
COFA1203	Studio Art 1CE
COFA1204	Studio Art 1DE
COFA1205	Studio Art 2AE
COFA1206	Studio Art 2BE
COFA1207	Studio Art 2CE
COFA1208	Studio Art 2DE
COFA1209	Studio Art 3AE
COFA1210	Studio Art 3BE
COFA1211	Studio Art 3CE
COFA1212	Studio Art 3DE
COFA1213	Studio Art 4AE
COFA1214	Studio Art 4BE
COFA1215	Studio Art 4CE
COFA1216	Studio Art 4DE
COFA1217	Studio Art 5AE
COFA1218	Studio Art 5BE
COFA1219	Studio Art 5CE
COFA1220	Studio Art 5DE
COFA1234	COFA Exchange Program
COFA1301	Media Art 1 AE
COFA1302	Media Art 1 BE
COFA1303	Media Art 1 CE
COFA1304	Media Art 1 DE
COFA1305	Media Art 2AE
COFA1306	Media Art 2BE
COFA1307	Media Art 2CE
COFA1308	Media Art 2DE
COFA1309	Media Art 3AE
COFA1310	Media Art 3BE
COFA1311	Media Art 3CE
COFA1312	Media Art 3DE
COFA1313	Media Art 4AE
COFA1314	Media Art 4BE
COFA1315	Media Art 4CE
COFA1316	Media Art 4DE
COFA1317	Media Art 5AE
COFA1318	Media Art 5BE
COFA1319	Media Art 5CE
COFA1320	Media Art 5DE
COFA1521	Studio Research - Film 1
COFA1522	Studio Research - Film 2
COFA1523	Studio Research - Film 3
COFA1531	Studio Research -M'Media Comp1
COFA1533	Studio Research -M'Media Comp3
COFA1541	St Res-New Art St/Sound,Perf 1
COFA1542	St Res-New Art St/Sound,Perf 2
COFA1543	St Res-New Art St/Sound,Perf 3
COFA1551	Studio Research - Photography
COFA1552	Studio Research Photography 2
COFA1553	Studio Research - Photography
COFA1561	Studio Research-Screen Print 1
COFA1562	Studio Research-Screen Print 2
COFA1563	Studio Research-Screen Print 3
COFA1571	Studio Research - Etching 1
COFA1572	Studio Research - Etching 2
COFA1573	Studio Research - Etching 3
COFA1581	Studio Research - Drawing 1
COFA1582	Studio Research - Drawing 2
COFA1583	Studio Research - Drawing 3
COFA1591	Studio Research - Lithography
COFA1592	Studio Research - Lithography
COFA1593	Studio Research - Lithography
COFA1611	Studio Research-Relief Print 1
COFA1612	Studio Research-Relief Print 2
COFA1613	Studio Research-Relief Print 3
COFA1631	Metal Joining Techniques 1
COFA1632	Metal Joining Techniques 2
COFA1633	Metal Joining Techniques 3
COFA1641	3D Fabrication Techniques 1
COFA1642	3D Fabrication Techniques 2
COFA1643	3D Fabrication Techniques 3
COFA1671	Anatomy for Artists 1
COFA1672	Anatomy for Artists 2
COFA1721	Studio Research - Painting 1
COFA1722	Studio Research - Painting 2
COFA1723	Studio Research - Painting 3
COFA1733	Studio Research - Sculptures 3
COFA1741	Studio Research - Clay 1
COFA1742	Studio Research - Clay 2
COFA1751	Studio Research - Jewellery 1
COFA1752	Studio Research - Jewellery 2
COFA1753	Studio Research - Jewellery 3
COFA1761	Studio Research - Spaces 1
COFA1771	Studio Research - Design 1
COFA1772	Studio Research - Design 2
COFA1773	Studio Research - Design 3
COFA1781	Methods, Media & Materials in
COFA1811	Studio Research - Electronics
COFA1812	Studio Research - Electronics
COFA1821	Studio Research - Animation 1
COFA1823	Studio Research - Animation 3
COFA1831	Studio Research - Sound 1
COFA2001	Mapping the Modern
COFA2002	Mapping the Postmodern
COFA2003	Hist.&Theory of Visual Arts 1E
COFA2004	Hist.&Theory of Visual Arts 2E
COFA2007	Aesthetics for Contemp. Pract.
COFA2008	Art since 1990
COFA2012	Foundation Drawing 2
COFA2015	Introduction to Photography
COFA2016	Intro to 3D Studies & Design
COFA2017	Introduction to 4D Studies
COFA2018	Printmaking
COFA2021	Foundation 2D Studies
COFA2031	Foundation 3D Studies
COFA2041	Foundation Photo-Media Studies
COFA2051	Basic Theories of Audio Synthe
COFA2052	Studio Research - Video
COFA2053	Studio Research - Film
COFA2056	Studio Research - Photography
COFA2057	Studio Research - Screen Print
COFA2058	Studio Research - Etching
COFA2059	Studio Research - Drawing
COFA2060	Studio Research - Lithography
COFA2063	Metal Joining Techniques
COFA2064	3D Fabrication Techniques
COFA2065	Graphic Production&Layout Tech
COFA2067	Anatomy for Artists
COFA2071	Studio Research - Painting
COFA2073	Studio Research - Ceramics
COFA2074	Studio Research - Jewellery
COFA2075	Studio Research - Fibre
COFA2076	Studio Research - Design
COFA2077	Methods, Media & Materials in
COFA2078	Studio Research Basic Comp
COFA2079	Intro to Std Research-MediaArt
COFA2080	Std Research Composition&Des
COFA2081	Studio Research - Electronics
COFA2082	Studio Research - Animation
COFA2083	Studio Research - Sound
COFA2084	Studio Research-Video Graphics
COFA2100	Research Project 1
COFA2104	Cross Media&Interdiscip.Theory
COFA2105	Seminar in Womens Studies
COFA2106	Seminar in Women's Studies 2
COFA2107	Seminar in Women's Studies 3
COFA2108	Aust Art & Culture 1870 - WWII
COFA2109	Contemporary Aus. Art/Culture
COFA2111	Peripheral Vis.:Persp. of Col.
COFA2113	Pornography, Art and Politics
COFA2114	Artwrite
COFA2125	Vamp.,Doppelg.&Doubles in Film
COFA2132	Age of Absolutism-Enlightment
COFA2136	The Avant-Garde & the Academy
COFA2140	Modernism and the 20th Century
COFA2160	Writing on the Visual Arts
COFA2196	Myth, Archtype and the Sublime
COFA2200	Religion Culture and Art
COFA2205	Critical Theory of Photography
COFA2208	The Medieval and Rennaissance
COFA2209	Architecture & Design: The Nin
COFA2210	Architecture and Design
COFA2212	Early Christian,Islamic&Other
COFA2214	Smn in Women's Stud:Visual Art
COFA2215	Australian Cinema
COFA2218	Ancient Cultures
COFA2220	History of Jewellery
COFA2222	Art,Aesthetics&the Imagination
COFA2223	Photography: Aust. Contexts
COFA2226	Art of the Religious Imagina'n
COFA2227	Histories of Women Artists
COFA2232	Koori and Associated Cultures
COFA2236	Sculpture and the Modern:
COFA2237	Site, Place&Dematerialisation
COFA2240	Art and Mass Media
COFA2242	History of Video Art
COFA2243	A Hist. of Printmaking to 1914
COFA2244	Twentieth Century Prints
COFA2245	Crafts, Contexts and Sources
COFA2246	History of Avant-Garde Cinema
COFA2247	Hist.of Modrnst Narrative Film
COFA2249	The Art of Sound
COFA2250	Colonialism&Art:Orient.&Primi.
COFA2251	Orientalism and Primitivism
COFA2252	Arts of Pacifc:Image,Myth&Hist
COFA2253	Peripheral Vis.2:Persp.of Col.
COFA2254	The Artist and the Writer
COFA2255	Writing on Art
COFA2256	Psychoanalysis and Art
COFA2258	A History of Drawing
COFA2259	Terra Australis: 1St Contact,
COFA2260	Angry Penguins,Antipod'ns&Abs
COFA2261	Photography: Historical Persp.
COFA2262	Photography: Recent Practices
COFA2263	Hist.-Narative Cinema Post WW2
COFA2265	Television Studies
COFA2266	Intr to Aesthetics 1:Grk Ideal
COFA2268	Intro. to Modern Aesthetics
COFA2269	Theories of Subjectivity&Body
COFA2270	Theories of Subjectivity&Body
COFA2273	History&Theory of Performance
COFA2274	Aboriginal Art
COFA2276	Painting of Mod Life: Fr&Brit
COFA2277	Modernism in Painting
COFA2279	Hist. of Contemporary Paint'g
COFA2282	Installation,Structures&Spaces
COFA2283	Sources of Artifact Imagery
COFA2284	Postind'n,Postmod'ty&Postmod'm
COFA2285	Art&Rev: Visions of New Order
COFA2288	Intro Greek & Christian Aesth
COFA2289	Reading the Country
COFA2290	Art Feminism & Psychoanalysis
COFA2291	Art & the Politics of Identity
COFA2292	Creative Writing for Artists
COFA2293	Literature and Art
COFA2294	Women Art and Power
COFA2296	Art, Technology and New Media
COFA2297	Special Project
COFA2299	Time-Based Art: Histories and
COFA2300	Clay Unit 1
COFA2301	Clay Unit 2
COFA2302	Clay Unit 3
COFA2303	Clay Unit 4
COFA2304	Clay Unit 5
COFA2305	Clay Unit 6
COFA2306	Clay Unit 7
COFA2307	Clay Unit 8
COFA2308	Clay Unit 9
COFA2309	Clay Unit 10
COFA2310	Clay Unit 11
COFA2320	Design Unit 1
COFA2321	Design Unit 2
COFA2322	Design Unit 3
COFA2323	Design Unit 4
COFA2324	Design Unit 5
COFA2325	Design Unit 6
COFA2326	Design Unit 7
COFA2327	Design Unit 8
COFA2328	Design Unit 9
COFA2329	Design Unit 10
COFA2330	Design Unit 11
COFA2340	Drawing Unit 1
COFA2341	Drawing Unit 2
COFA2342	Drawing Unit 3
COFA2343	Drawing Unit 4
COFA2344	Drawing Unit 5
COFA2345	Drawing Unit 6
COFA2346	Drawing Unit 7
COFA2347	Drawing Unit 8
COFA2348	Drawing Unit 9
COFA2349	Drawing Unit 10
COFA2350	Drawing Unit 2
COFA2360	Etching Unit 1
COFA2361	Etching Unit 2
COFA2362	Etching Unit 3
COFA2363	Etching Unit 4
COFA2364	Etching Unit 5
COFA2365	Etching Unit 6
COFA2366	Etching Unit 7
COFA2367	Etching Unit 8
COFA2368	Etching Unit 9
COFA2369	Etching Unit 10
COFA2380	New Art Studies Unit 1
COFA2381	New Art Studies Unit 2
COFA2382	New Art Studies Unit 3
COFA2383	New Art Studies Unit 4
COFA2384	New Art Studies Unit 5
COFA2385	New Art Studies Unit 6
COFA2420	Film Unit 1
COFA2421	Film Unit 2
COFA2422	Film Unit 3
COFA2423	Film Unit 4
COFA2424	Film Unit 5
COFA2425	Film Unit 6
COFA2426	Film Unit 7
COFA2427	Film Unit 8
COFA2428	Film Unit 9
COFA2429	Film Unit 10
COFA2430	Film Unit 2
COFA2440	Jewellery Unit 1
COFA2441	Jewellery Unit 2
COFA2442	Jewellery Unit 3
COFA2443	Jewellery Unit 4
COFA2444	Jewellery Unit 5
COFA2445	Jewellery Unit 6
COFA2446	Jewellery Unit 7
COFA2447	Jewellery Unit 8
COFA2448	Jewellery Unit 9
COFA2449	Jewellery Unit 10
COFA2450	Jewellery Unit 2
COFA2460	Lithography Unit 1
COFA2461	Lithography Unit 2
COFA2462	Lithography Unit 3
COFA2463	Lithography Unit 4
COFA2464	Lithography Unit 5
COFA2465	Lithography Unit 6
COFA2466	Lithography Unit 7
COFA2467	Lithography Unit 8
COFA2468	Lithography Unit 9
COFA2469	Lithography Unit 10
COFA2470	Lithography Unit 2
COFA2480	Multi-Media Unit 1
COFA2481	Multi-Media Unit 2
COFA2482	Multi-Media Unit 3
COFA2483	Multi-Media Unit 4
COFA2484	Multi-Media Unit 5
COFA2485	Multi-Media Unit 6
COFA2486	Multi-Media Unit 7
COFA2487	Multi-Media Unit 8
COFA2488	Multi-Media Unit 9
COFA2500	Painting Studies Unit 1
COFA2501	Painting Studies Unit 2
COFA2502	Painting Studies Unit 3
COFA2503	Painting Studies Unit 4
COFA2504	Painting Studies Unit 5
COFA2505	Painting Studies Unit 6
COFA2506	Painting Studies Unit 7
COFA2507	Painting Studies Unit 8
COFA2508	Painting Studies Unit 9
COFA2509	Painting Studies Unit 10
COFA2510	Painting Studies Unit 2
COFA2520	Photography Unit 1
COFA2521	Photography Unit 2
COFA2522	Photography Unit 3
COFA2523	Photography Unit 4
COFA2524	Photography Unit 5
COFA2525	Photography Unit 6
COFA2526	Photography Unit 7
COFA2527	Photography Unit 8
COFA2528	Photography Unit 9
COFA2529	Photography Unit 10
COFA2530	Photography Unit 11
COFA2560	Relief Printing Unit 1
COFA2561	Relief Printing Unit 2
COFA2562	Relief Printing Unit 3
COFA2563	Relief Printing Unit 4
COFA2564	Relief Printing Unit 5
COFA2565	Relief Printing Unit 6
COFA2566	Relief Printing Unit 7
COFA2567	Relief Printing Unit 8
COFA2580	Screen Printing Unit 1
COFA2581	Screen Printing Unit 2
COFA2582	Screen Printing Unit 3
COFA2583	Screen Printing Unit 4
COFA2584	Screen Printing Unit 5
COFA2585	Screen Printing Unit 6
COFA2586	Screen Printing Unit 7
COFA2587	Screen Printing Unit 8
COFA2588	Screen Printing Unit 9
COFA2589	Screen Printing Unit 10
COFA2600	Sculpture Unit 1
COFA2601	Sculpture Unit 2
COFA2602	Sculpture Unit 3
COFA2603	Sculpture Unit 4
COFA2604	Sculpture Unit 5
COFA2605	Sculpture Unit 6
COFA2606	Sculpture Unit 7
COFA2607	Sculpture Unit 8
COFA2608	Sculpture Unit 9
COFA2609	Sculpture Unit 10
COFA2610	Sculpture Unit 11
COFA2620	Const.,Installation & Spaces 1
COFA2621	Const.,Installation & Spaces 2
COFA2622	Const.,Installation & Spaces 3
COFA2623	Const.,Installation & Spaces 4
COFA2624	Const.,Installation & Spaces 5
COFA2625	Const.,Installation & Spaces 6
COFA2626	Const.,Installation & Spaces 7
COFA2627	Const.,Installation & Spaces 8
COFA2628	Const.,Installation & Spaces 9
COFA2629	Const.,Installation&Spaces 10
COFA2630	Fibre Unit 11
COFA2640	Video Unit 1
COFA2641	Video Unit 2
COFA2642	Video Unit 3
COFA2643	Video Unit 4
COFA2644	Video Unit 5
COFA2645	Video Unit 6
COFA2646	Video Unit 7
COFA2647	Video Unit 8
COFA2648	Video Unit 9
COFA2649	Video Unit 10
COFA2650	Video Unit 2
COFA2660	Sound Performance&Install'n 1
COFA2661	Sound Performance&Install'n 2
COFA2662	Sound Performance&Install'n 3
COFA2663	Sound Performance&Install'n 4
COFA2664	Sound Performance&Install'n 5
COFA2665	Sound Performance&Install'n 6
COFA2666	Sound Performance&Install'n 7
COFA2667	Sound Performance&Install'n 8
COFA2668	Sound Performance&Install'n 9
COFA2669	Sound Performance&Install'n 10
COFA2680	Multi-Media Computing Unit 1
COFA2681	Multi-Media Computing Unit 2
COFA2682	Multi-Media Computing Unit 3
COFA2683	Multi-Media Computing Unit 4
COFA2684	Multi-Media Computing Unit 5
COFA2700	Ceramics Unit 1
COFA2701	Ceramics Unit 2
COFA2702	Ceramics Unit 3
COFA2703	Ceramics Unit 4
COFA2704	Ceramics Unit 5
COFA2705	Ceramics Unit 6
COFA2706	Ceramics Unit 7
COFA2707	Ceramics Unit 8
COFA2950	Professional Practice - Media
COFA2951	Prof Pract - Studio Art
COFA2952	Prof Pract-Studio Arts Printmk
COFA3001	Introductory:Draw,Paint,Print
COFA3002	Photomedia, Sculpture, T-B Art
COFA3003	Workshop Technology
COFA3011	Drawing/Painting 1
COFA3012	Photomedia 1
COFA3013	Printmedia 1
COFA3014	Sculpt Perform Installation 1
COFA3015	Time-Based Art 1
COFA3021	Drawing/Painting 2
COFA3022	Photomedia 2
COFA3023	Printmedia 2
COFA3024	Sculpture 2
COFA3025	Time Based Art 2
COFA3031	Drawing/Painting 3
COFA3032	Photomedia 3
COFA3033	Printmedia 3
COFA3034	Sculpture 3
COFA3035	Time Based Art 3
COFA3036	Studio Elective Year 1 (BFA)
COFA3037	Major Study(Year 1 BFA,BArtEd)
COFA3038	Studio Workshop Year 1
COFA3114	Research Foundations
COFA3300	Clay Unit 1 (Elective)
COFA3301	Clay Sculpture Elective 1
COFA3302	Clay Unit 3 (Elective)
COFA3303	Clay Unit 4 (Elective)
COFA3340	Drawing Unit 1 (Elective)
COFA3341	Drawing 1
COFA3342	Drawing 2
COFA3343	Drawing Elective 3
COFA3344	Drawing Unit 5 (Elective)
COFA3346	Drawing Unit 7 (Elective)
COFA3347	Drawing Unit 8 (Elective)
COFA3350	Drawing Unit 2 (Elective)
COFA3360	Etching Unit 1 (Elective)
COFA3361	Etching Elective 1
COFA3362	Etching Elective 2
COFA3363	Etching Elective 3
COFA3364	Etching Unit 5 (Elective)
COFA3365	Etching Unit 6 (Elective)
COFA3420	Film Unit 1 (Elective)
COFA3421	Film Unit 2 (Elective)
COFA3422	Film Unit 3 (Elective)
COFA3430	Film Unit 2 (Elective)
COFA3440	Jewellery Unit 1 (Elective)
COFA3441	Jewellery Elective 1
COFA3442	Jewellery Elective 2
COFA3443	Jewellery Unit 4 (Elective)
COFA3460	Lithography Unit 1 (Elective)
COFA3461	Lithography  Elective 1
COFA3462	Lithography Unit 3 (Elective)
COFA3463	Lithography Unit 4 (Elective)
COFA3500	Painting Studies Unit 1 (Elec)
COFA3501	Painting Elective 1
COFA3502	Painting Elective 2
COFA3503	Painting Elective 3
COFA3504	Painting Studies Unit 5 (Elec)
COFA3505	Painting Studies Unit 6 (Elec)
COFA3507	Painting Studies Unit 8 (Elec)
COFA3520	Photography Unit 1 (Elective)
COFA3521	Photomedia Elective 1
COFA3522	Photomedia Elective 2
COFA3523	Photomedia Elective 3
COFA3524	Photography Unit 5 (Elective)
COFA3525	Photography Unit 6 (Elective)
COFA3526	Photography Unit 7 (Elective)
COFA3527	Photography Unit 8 (Elective)
COFA3560	Relief Printing Unit 1 (Elec)
COFA3561	Relief Printing 1
COFA3562	Relief Printing Unit 3 (Elect)
COFA3563	Relief Printing Elective 3
COFA3580	Screen Printing Unit 1 (Elec)
COFA3581	Screen Printing Electives 1
COFA3582	Screen Printing Elective 2
COFA3583	Screen Printing Elective 3
COFA3591	Printmedia Elective 1
COFA3600	Sculpture Unit 1 (Elective)
COFA3601	Sculpture Elective 1
COFA3602	Sculpture Elective 2
COFA3603	Sculpture Elective 3
COFA3620	Const, Instal & Spaces Unit 1
COFA3621	Installation Elective 1
COFA3623	Const, Instal & Spaces Unit 4
COFA3640	Video Unit 1 (Elective)
COFA3641	Video Elective 1
COFA3642	Video Elective 2
COFA3646	Video Unit 7 (Elective)
COFA3651	Animation Elective 1
COFA3652	Animation Elective 2
COFA3660	Sound Perf.&Install U1 (Elec)
COFA3661	Performance Elective 1
COFA3662	Performance Elective 2
COFA3663	Sound Perf. & Install U4(Elec)
COFA3680	M'Media Computing Unit 1(Elec)
COFA3681	Multimedia Computing Elective1
COFA3682	Multimedia Computing Elective2
COFA3700	Ceramics Unit 1 Elective
COFA3701	Ceramics Elective 1
COFA3702	Ceramics Elective 2
COFA3703	Ceramics Elective 3
COFA3704	Ceramics Unit 5 Elective
COFA3800	Professional Practice
COFA3801	Research Methods (Honours)
COFA3802	Drawing
COFA3810	Introduction to Computing
COFA3811	Multimedia Computing Workshop
COFA3812	Sound Studio: Intro. Workshop
COFA3814	Cinematography Workshop
COFA3815	Photomedia: Dgtl Imaging Wshop
COFA3816	Photomedia: Analogue Workshop
COFA3817	Extended Photomedia Workshop
COFA3818	Print Workshop: How to Set Up
COFA3819	Photo Tech for Printmedia W/S
COFA3820	Unique State Print Workshop
COFA3821	Metal Joining Techniques Works
COFA3823	Sculpture: Casting Workshop
COFA3824	Jewellery Workshop
COFA3825	Ceramics Workshop
COFA3826	3D Fabrication Workshop
COFA3827	Alternative Sculptural Process
COFA3828	Artists  Books Workshop
COFA3829	Anatomy  for Artists Workshop
COFA3831	Spatial Constructions Drawing
COFA3832	Life Drawing Workshop
COFA3833	Drawing Workshop
COFA3834	Experimentation in Mixed Media
COFA3835	Composition & Design Workshop
COFA3836	Colour Workshop
COFA3837	Sound Studio:Advanced Workshop
COFA3838	Writing/Text Workshop
COFA3839	Animation Workshop
COFA3840	Advanced Multi-media Computing
COFA3841	Electronics Workshop
COFA3842	Metal Casting Workshop
COFA3845	Draw/Paint Workshop, Field St.
COFA3847	Sound Studio: Adv. Workshop 2
COFA3848	Drawing Workshop, Field Res.
COFA3849	Alternative Printmedia Wshop
COFA3851	Print as Object Workshop
COFA3853	Printmedia Colour  Workshop
COFA3854	Digital Illustration and Text
COFA3855	Textiles Workshop
COFA3920	Drawing/Painting 2
COFA3921	Photomedia 2
COFA3922	Printmedia 2
COFA3923	Sculpture 2
COFA3924	Time-Based Art 2
COFA3930	Drawing/Painting 3
COFA3931	Photomedia 3
COFA3932	Printmedia 3
COFA3933	Sculpture 3
COFA3934	Time-Based Art 3
COFA3940	Drawing/Painting 4
COFA3941	Photomedia 4
COFA3942	Printmedia 4
COFA3943	Sculpture 4
COFA3944	Time-Based Art 4
COFA3950	Drawing/Painting 5
COFA3951	Photomedia 5
COFA3952	Printmedia 5
COFA3953	Sculpture 5
COFA3954	Time-Based Art 5
COFA4001	Child Growth and Development
COFA4002	Adolescent Growth&Development
COFA4003	Educational Psychology
COFA4004	Foundations of Art Education
COFA4005	Teacher Development 1
COFA4006	Teacher Development 2
COFA4007	Teacher Development 3
COFA4008	Teacher Development 4
COFA4009	Media & Tech in Art Education
COFA4010	Curriculum Studies in Art Ed 1
COFA4011	Curriculum Studies in Art Ed.
COFA4013	Visual Arts Workshop
COFA4014	Visual Arts Workshop 2
COFA4015	The Sociology of Education
COFA4016	Social Processes in Classroom
COFA4017	Philosophical Issues in Educat
COFA4019	Special Education
COFA4025	Creativity in Art, Design &Ed.
COFA4026	Independent Study in Education
COFA4027	Theories and Practices of Art
COFA4028	Seminar in Art Education
COFA4029	Theory of Aesthetics in Art Ed
COFA4030	Communications Workshop
COFA4032	Art Ed. & the Primary School
COFA4033	Multicultural Contexts
COFA4035	Art as Therapy
COFA4036	The Computer&the Art Educator
COFA4037	Art Education&the Environment
COFA4039	Art Ed. & Aboriginal Studies
COFA4040	Independent Study in Art Ed.
COFA4045	Dialogues and Communities
COFA4046	The Art Museum & Art Education
COFA4047	Educational Psychology 1
COFA4048	Educational Psychology 2
COFA4049	Teacher Development 2
COFA4050	Teacher Development 3
COFA4051	Pract of Res in Art, Des & Ed
COFA4052	Theoretical Frameworks in Art
COFA4053	Curriculum in Art,Design & Ed.
COFA4055	Hons Res Proj in Art&Des Ed St
COFA4056	Theory of Know'g in Art,Des&Ed
COFA4057	Art and Design History in Ed.
COFA4058	Human Growth and Development
COFA4059	Dilm of Praxis:State,School&Ed
COFA4521	Gen Studies: Aboriginal Aust
COFA4527	General Studies: Ecosystems
COFA4529	Gen Stud:Ecosys,Tech&Human Hab
COFA4530	General Study:Human Inequality
COFA4900	Art,Ethics&Social Responsib'ty
COFA4999	Honours Adjunct
COFA5000	Multi-Disciplinary Design A
COFA5001	Multi-Disciplinary Design B
COFA5101	Design Studio:Intro to 2,3,4D
COFA5102	Design Seminar 1
COFA5103	Hist,Theory&Aesthetic Design 1
COFA5104	Design & Human Functioning
COFA5105	Sociology and Design
COFA5106	Design & Comp: An Introduction
COFA5110	Design Studio: Projects
COFA5111	Design Seminar 1
COFA5112	History/Theory/Aesthetics
COFA5113	Interactive Systems
COFA5114	Design/Human Functioning
COFA5115	Drawing: Object,Life&Landscape
COFA5116	Design and Computers 1
COFA5118	Design Studio: Projects/Barted
COFA5130	Typography and Composition
COFA5131	Design Studio 1A
COFA5132	Design Studio 1B- Analys. Des.
COFA5133	Design History,Theory & Aest 1
COFA5134	Design,History Theory&Aesth 1B
COFA5135	Design & Human Functioning
COFA5136	Interact Sys-Des & Mngt of Env
COFA5137	Presentation Techniques
COFA5138	Measured Drawing
COFA5139	Modelmaking: Communicat. in 3D
COFA5201	Design Studio: Graphics/Media
COFA5202	Design Studio: Applied 1
COFA5203	Design Studio: Environments 1
COFA5204	Design Seminar 2
COFA5205	Hist,Theory&Aesth of Design 2
COFA5206	Des&Human Funct'g:Body at Work
COFA5207	Design and Social Theory 2
COFA5208	Design & Computers:2D & 3D Cad
COFA5210	Design Studio: Graphics Media
COFA5211	Design Studio: Applied 1
COFA5212	Design Studio: Environments 1
COFA5213	Design Seminar 2
COFA5214	Hist/Theory Aesthetics Design2
COFA5215	Design and Social Theory
COFA5216	Design and Computers 1
COFA5231	Des. Studio 2A- Graphics/Media
COFA5232	Des. Studio 2B- Graphics/Media
COFA5233	Design Studio 2A-Applied/Obj.
COFA5234	Design Studio 2B-Applied/Obj.
COFA5235	Design Studio 2A-Enviro/Spatia
COFA5236	Design Studio 2B-Enviro/Spatia
COFA5237	Design History,Theory&Aesth 2
COFA5238	Design History Theory & Aesthe
COFA5239	Design and Social Theory
COFA5240	Design and Computers 2 Cad
COFA5241	Design & Computers 2 Graphics
COFA5301	Design Studio: Graphics/Media
COFA5302	Design Studio: Applied 2
COFA5303	Design Studio: Environments 2
COFA5304	Design Seminar 3
COFA5305	Research Project
COFA5306	Hist,Theory&Aesth of Design 3
